BUS112,19,Mdt,RA 02:40 PM - 04:10 PM,NAC1079,45(45)
BUS112,20,TBA,RA 09:40 AM - 11:10 AM,NAC301,40(40)
BUS112,23,SkA2,MW 04:20 PM - 05:50 PM,SAC207,35(35)
BUS112,24,FUA,RA 11:20 AM - 12:50 PM,SAC513,40(40)
BUS112,25,KMz,RA 01:00 PM - 02:30 PM,SAC513,40(40)
BUS112,26,Rks,RA 02:40 PM - 04:10 PM,NAC1080,42(45)
BUS112,27,Bbn,RA 02:40 PM - 04:10 PM,SAC316,28(45)
BUS112,30,KMz,RA 11:20 AM - 12:50 PM,NAC301,40(40)
BUS112,31,AmK,RA 01:00 PM - 02:30 PM,NAC215,40(40)
BUS112,32,MAS,RA 01:00 PM - 02:30 PM,NAC216,30(40)
BUS112,34,AdA,RA 01:00 PM - 02:30 PM,NAC207,27(40)
BUS135,1,UmR,MW 09:40 AM - 11:10 AM,NAC304,40(40)
BUS135,3,LRn,RA 08:00 AM - 09:30 AM,SAC312,21(40)
BUS135,4,MSA3,RA 09:40 AM - 11:10 AM,NAC209,40(40)
BUS135,5,MAt,RA 09:40 AM - 11:10 AM,NAC305,40(40)
BUS135,6,LRn,RA 11:20 AM - 12:50 PM,NAC405,34(45)
BUS135,7,MSA3,RA 11:20 AM - 12:50 PM,NAC407,45(45)
BUS135,8,Sqm,RA 11:20 AM - 12:50 PM,NAC503,40(40)
BUS135,9,LRn,RA 01:00 PM - 02:30 PM,NAC205,32(40)
BUS135,10,Azd,RA 01:00 PM - 02:30 PM,NAC403,44(45)
BUS135,11,Sqm,RA 02:40 PM - 04:10 PM,NAC404,40(40)
BUS135,12,TBA,RA 02:40 PM - 04:10 PM,NAC502,40(40)
BUS135,13,Sqm,RA 04:20 PM - 05:50 PM,NAC404,40(40)
BUS135,14,Azd,RA 04:20 PM - 05:50 PM,SAC201,40(40)
BUS135,15,UmR,MW 01:00 PM - 02:30 PM,NAC1077,45(45)
BUS135,16,UmR,MW 02:40 PM - 04:10 PM,NAC1077,45(45)
BUS172,1,KHs,ST 08:00 AM - 09:30 AM,NAC209,40(40)
BUS172,2,MHM,ST 08:00 AM - 09:30 AM,NAC501,40(40)
BUS172,3,Ift,ST 08:00 AM - 09:30 AM,NAC505,45(45)
BUS172,4,Ift,ST 09:40 AM - 11:10 AM,NAC304,40(40)
BUS172,5,TkN,ST 09:40 AM - 11:10 AM,NAC305,40(40)
BUS172,6,MHM,ST 09:40 AM - 11:10 AM,NAC502,40(40)
BUS172,7,TkN,ST 01:00 PM - 02:30 PM,NAC405,45(45)
BUS172,8,MHM,MW 02:40 PM - 04:10 PM,NAC502,31(40)
BUS172,9,KHs,MW 04:20 PM - 05:50 PM,NAC405,45(45)
BUS172,10,Hdo,RA 08:00 AM - 09:30 AM,NAC205,33(40)
BUS172,11,KMn,RA 08:00 AM - 09:30 AM,NAC509,45(45)
BUS172,13,IAM,RA 09:40 AM - 11:10 AM,NAC201,35(35)
