201,BIO103,3,SKK,ST 09:40 AM - 11:10 AM
202,BIO103,4,KNH,ST 11:20 AM - 12:50 PM
203,BIO103,5,CAK,ST 11:20 AM - 12:50 PM
204,BIO103,6,JSJ,ST 01:00 PM - 02:30 PM
205,BIO103,7,ZAB,ST 01:00 PM - 02:30 PM
206,BIO103,8,KNH,ST 02:40 PM - 04:10 PM
207,BIO103,9,MNU1,MW 08:00 AM - 09:30 AM
208,BIO103,10,AcR,MW 09:40 AM - 11:10 AM
209,BIO103,11,MjH1,MW 09:40 AM - 11:10 AM
210,BIO103,12,NBb,MW 11:20 AM - 12:50 PM
211,BIO103,13,EvM,MW 11:20 AM - 12:50 PM
212,BIO103,14,SFA2,MW 01:00 PM - 02:30 PM
213,BIO103,15,CAK,MW 01:00 PM - 02:30 PM
214,BIO103,16,SKK,MW 01:00 PM - 02:30 PM
215,BIO103,17,MjH1,MW 01:00 PM - 02:30 PM
216,BIO103,18,NuR,MW 02:40 PM - 04:10 PM
217,BIO103,19,AIq,MW 04:20 PM - 05:50 PM
218,BIO103,20,APz,RA 08:00 AM - 09:30 AM
219,BIO103,21,APz,RA 09:40 AM - 11:10 AM
220,BIO103,22,LtB,RA 09:40 AM - 11:10 AM
221,BIO103,23,LtB,RA 11:20 AM - 12:50 PM
222,BIO103,24,HiM,RA 01:00 PM - 02:30 PM
223,BIO103,25,AIq,RA 02:40 PM - 04:10 PM
224,BIO103L,1,SFA2,S 09:40 AM - 12:50 PM
225,BIO103L,2,SFA2,S 09:40 AM - 12:50 PM
226,BIO103L,3,SFA2,S 09:40 AM - 12:50 PM
227,BIO103L,4,Klq,M 09:40 AM - 12:50 PM
228,BIO103L,5,Klq,M 09:40 AM - 12:50 PM
229,BIO103L,6,Klq,M 09:40 AM - 12:50 PM
230,BIO103L,7,SKK,T 01:10 PM - 05:00 PM
231,BIO103L,8,SKK,T 01:10 PM - 05:00 PM
232,BIO103L,9,SKK,T 01:10 PM - 05:00 PM
233,BIO103L,10,ZAB,W 01:10 PM - 05:00 PM
234,BIO103L,11,ZAB,W 01:10 PM - 05:00 PM
235,BIO103L,12,ZAB,W 01:10 PM - 05:00 PM
236,BIO103L,13,EvM,R 09:40 AM - 12:50 PM
237,BIO103L,14,EvM,R 09:40 AM - 12:50 PM
238,BIO103L,15,EvM,R 09:40 AM - 12:50 PM
239,BIO103L,16,MjH1,S 01:10 PM - 05:00 PM
240,BIO103L,17,MjH1,S 01:10 PM - 05:00 PM
241,BIO103L,18,MjH1,S 01:10 PM - 05:00 PM
242,BIO103L,19,Klq,M 01:10 PM - 05:00 PM
243,BIO103L,20,Klq,M 01:10 PM - 05:00 PM
244,BIO103L,21,Klq,M 01:10 PM - 05:00 PM
245,BIO201,1,MSH3,ST 01:00 PM - 02:30 PM
246,BIO201L,1,MSH3,ST 04:20 PM - 05:50 PM
247,BSC201,1,AK,RA 11:20 AM - 12:50 PM
248,BUS112,1,KmZ,ST 02:40 PM - 04:10 PM
249,BUS112,2,KmZ,ST 04:20 PM - 05:50 PM
250,BUS112,3,SWK,RA 01:00 PM - 02:30 PM
251,BUS112,4,SWK,RA 02:40 PM - 04:10 PM
252,BUS112,5,ZHn,ST 11:20 AM - 12:50 PM
253,BUS112,6,ZHn,ST 02:40 PM - 04:10 PM
254,BUS112,7,Agk,RA 09:40 AM - 11:10 AM
255,BUS112,8,Agk,RA 11:20 AM - 12:50 PM
256,BUS112,9,SDb,RA 02:40 PM - 04:10 PM
257,BUS112,10,Cancelled,RA 04:20 PM - 05:50 PM
258,BUS112,11,NFH,MW 01:00 PM - 02:30 PM
259,BUS112,12,Hmn,RA 09:40 AM - 11:10 AM
260,BUS112,13,FUA,MW 01:00 PM - 02:30 PM
261,BUS112,14,HsF,RA 11:20 AM - 12:50 PM
262,BUS112,15,HsF,RA 01:00 PM - 02:30 PM
263,BUS112,16,NFH,MW 04:20 PM - 05:50 PM
264,BUS135,1,HQ,ST 09:40 AM - 11:10 AM
265,BUS135,2,Nfs,ST 11:20 AM - 12:50 PM
266,BUS135,3,RsA,ST 02:40 PM - 04:10 PM
267,BUS135,4,Nvn,ST 04:20 PM - 05:50 PM
268,BUS135,5,RsA,ST 04:20 PM - 05:50 PM
269,BUS135,6,CNq,ST 04:20 PM - 05:50 PM
270,BUS135,7,SMS1,MW 09:40 AM - 11:10 AM
271,BUS135,8,MjL,MW 01:00 PM - 02:30 PM
272,BUS135,9,SMS1,MW 01:00 PM - 02:30 PM
273,BUS135,10,Nnm,MW 02:40 PM - 04:10 PM
274,BUS135,11,MjL,MW 04:20 PM - 05:50 PM
275,BUS135,12,Abt,RA 08:00 AM - 09:30 AM
276,BUS135,13,Abt,RA 09:40 AM - 11:10 AM
277,BUS135,14,AMM2,RA 09:40 AM - 11:10 AM
278,BUS135,15,Sfd,RA 11:20 AM - 12:50 PM
279,BUS135,16,INz,RA 11:20 AM - 12:50 PM
280,BUS135,17,Sfd,RA 02:40 PM - 04:10 PM
281,BUS135,18,INz,RA 02:40 PM - 04:10 PM
282,BUS135,19,ACd,RA 04:20 PM - 05:50 PM
283,BUS172,1,TkN,ST 08:00 AM - 09:30 AM
284,BUS172,2,ZkH3,ST 08:00 AM - 09:30 AM
285,BUS172,3,TkN,ST 11:20 AM - 12:50 PM
286,BUS172,4,AbS,ST 11:20 AM - 12:50 PM
287,BUS172,5,AM2,ST 02:40 PM - 04:10 PM
288,BUS172,6,AM2,ST 04:20 PM - 05:50 PM
289,BUS172,7,Fzn,MW 08:00 AM - 09:30 AM
290,BUS172,8,Mzq,MW 08:00 AM - 09:30 AM
291,BUS172,9,MHM,MW 09:40 AM - 11:10 AM
292,BUS172,10,Amj,MW 09:40 AM - 11:10 AM
293,BUS172,11,Nfs,MW 11:20 AM - 12:50 PM
294,BUS172,12,MHM,MW 11:20 AM - 12:50 PM
295,BUS172,13,AZD,MW 02:40 PM - 04:10 PM
296,BUS172,14,Mzq,MW 02:40 PM - 04:10 PM
297,BUS172,15,Nfs,MW 02:40 PM - 04:10 PM
298,BUS172,16,KMn,RA 08:00 AM - 09:30 AM
299,BUS172,17,Cancelled,RA 08:00 AM - 09:30 AM
300,BUS172,18,Cancelled,RA 08:00 AM - 09:30 AM
301,BUS172,19,Fzn,RA 08:00 AM - 09:30 AM
302,BUS172,20,Mohaimen,RA 09:40 AM - 11:10 AM
303,BUS172,21,KMn,RA 11:20 AM - 12:50 PM
304,BUS172,22,Abs,RA 01:00 PM - 02:30 PM
305,BUS172,23,Sqm,RA 01:00 PM - 02:30 PM
306,BUS172,24,Rha,RA 01:00 PM - 02:30 PM
307,BUS172,25,Mohaimen,RA 01:00 PM - 02:30 PM
308,BUS172,26,NMR1,RA 02:40 PM - 04:10 PM
309,BUS172,27,Rha,RA 02:40 PM - 04:10 PM
310,BUS172,28,Cancelled,RA 04:20 PM - 05:50 PM
311,BUS172,29,Cancelled,RA 04:20 PM - 05:50 PM
312,BUS172,30,Cancelled,RA 04:20 PM - 05:50 PM
313,BUS172,31,MRM2,RA 11:20 AM - 12:50 PM
314,BUS172,32,Cancelled,RA 02:40 PM - 04:10 PM
315,BUS173,1,SMS1,ST 09:40 AM - 11:10 AM
316,BUS173,2,SMS1,ST 01:00 PM - 02:30 PM
317,BUS173,3,MjL,ST 01:00 PM - 02:30 PM
318,BUS173,4,Sqi,ST 01:00 PM - 02:30 PM
319,BUS173,5,Nvn,ST 02:40 PM - 04:10 PM
320,BUS173,6,MjL,ST 04:20 PM - 05:50 PM
321,BUS173,7,Sqi,ST 04:20 PM - 05:50 PM
322,BUS173,8,IAM,MW 08:00 AM - 09:30 AM
323,BUS173,9,TkN,MW 09:40 AM - 11:10 AM
324,BUS173,10,IAM,MW 11:20 AM - 12:50 PM
325,BUS173,11,TkN,MW 01:00 PM - 02:30 PM
326,BUS173,12,ZkH3,MW 02:40 PM - 04:10 PM
327,BUS173,13,Mat,MW 02:40 PM - 04:10 PM
328,BUS173,14,AZD,MW 04:20 PM - 05:50 PM
329,BUS173,15,ZkH3,MW 04:20 PM - 05:50 PM
330,BUS173,16,Nnm,MW 04:20 PM - 05:50 PM
331,BUS173,17,Mat,MW 04:20 PM - 05:50 PM
332,BUS173,18,Min,RA 08:00 AM - 09:30 AM
333,BUS173,19,Min,RA 11:20 AM - 12:50 PM
334,BUS173,20,MRK3,RA 11:20 AM - 12:50 PM
335,BUS173,21,ACd,RA 11:20 AM - 12:50 PM
336,BUS173,22,AjM,RA 02:40 PM - 04:10 PM
337,BUS173,23,ACd,RA 02:40 PM - 04:10 PM
338,BUS173,24,AjM,RA 04:20 PM - 05:50 PM
339,BUS251,1,FD,ST 08:00 AM - 09:30 AM
340,BUS251,2,RSj,ST 08:00 AM - 09:30 AM
341,BUS251,3,IsL,ST 09:40 AM - 11:10 AM
342,BUS251,4,RSj,ST 11:20 AM - 12:50 PM
343,BUS251,5,IsL,ST 01:00 PM - 02:30 PM
344,BUS251,6,Sqt,ST 02:40 PM - 04:10 PM
345,BUS251,7,FD,MW 08:00 AM - 09:30 AM
346,BUS251,8,Mli,MW 09:40 AM - 11:10 AM
347,BUS251,9,KSU,MW 11:20 AM - 12:50 PM
348,BUS251,10,KSU,MW 02:40 PM - 04:10 PM
349,BUS498,1,ZTK,TBA
350,BUS498,2,SKI,TBA
351,BUS498,3,Mei,TBA
352,BUS498,4,SeH,TBA
353,BUS498,5,NTB,TBA
354,BUS498,6,AMD,TBA
355,BUS498,7,SMI,TBA
356,BUS498,8,Rfe,TBA
357,BUS498,9,Fzy,TBA
358,BUS498,10,Kdc,TBA
359,BUS498,11,Onf,TBA
360,BUS498,12,FHz,TBA
361,BUS498,13,Mbt,TBA
362,BUS498,14,Fss,TBA
363,BUS498,15,Emd,TBA
364,BUS498,16,IJL,TBA
365,BUS498,17,NNA,TBA
366,BUS498,18,QEA,TBA
367,BUS498,19,MM1,TBA
368,BUS498,20,Rst,TBA
369,BUS498,21,EhN,TBA
370,BUS498,22,MZL,TBA
371,BUS498,23,TFd,TBA
372,BUS498,24,FCh,TBA
373,BUS498,25,AFH2,TBA
374,BUS498,26,MHZ,TBA
375,BUS498,27,Mev,TBA
376,BUS498,28,TFZ,TBA
377,BUS498,29,AhM,TBA
378,BUS498,30,AhU,TBA
379,BUS498,31,Ani,TBA
380,BUS498,32,ARm,TBA
381,BUS498,33,Asy,TBA
382,BUS498,34,BFK,TBA
383,BUS498,35,FzH,TBA
384,BUS498,36,Hmu,TBA
385,BUS498,37,IAC,TBA
386,BUS498,38,KHT,TBA
387,BUS498,39,MAW,TBA
388,BUS498,40,MdM,TBA
389,BUS498,41,MGR,TBA
390,BUS498,42,Mjd,TBA
391,BUS498,43,MN,TBA
392,BUS498,44,Mre,TBA
393,BUS498,45,MzF,TBA
394,BUS498,46,NbN,TBA
